id,index,status,phase,state_text,bytes
C93265,2,end,,,0
C553606,0,ok,gas,gas,7526
C553606,1,end,,,0
C1817476,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-15 MICRON)",20008
C1817476,1,end,,,0
C39931776,0,ok,gas,gas,4512
C39931776,1,end,,,0
C2393171,0,ok,gas,gas,13702
C2393171,1,end,,,0
C6291061,0,ok,gas,gas,13688
C6291061,1,end,,,0
C14438325,0,ok,gas,gas,13992
C6343937,0,ok,gas,gas,13322
C6343937,1,end,,,0
C18358639,0,ok,gas,gas,13457
C18358639,1,end,,,0
C610162,0,ok,gas,gas,13472
C610162,1,end,,,0
C1721262,0,ok,gas,gas,14042
C1721262,1,end,,,0
C6969900,0,ok,gas,gas,4044
C6969900,1,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19057
C6969900,2,end,,,0
C55836696,0,ok,gas,gas,13913
C55836696,1,end,,,0
C1952381,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1300, 10% CS2 FOR 1300-625 CM^-^1)",19265
C1952381,1,end,,,0
C579588,0,ok,condensed,SOLID (OIL MULL),26456
C579588,1,end,,,0
C175135225,0,ok,gas,gas,12631
C86199395,0,ok,condensed,SOLID (KBr PELLET),19242
C86199395,1,end,,,0
C35203931,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33233
C35203931,1,end,,,0
C60184,0,ok,condensed,SOLID (1.5 mg / 100 mg KBr PELLET),18339
C60184,1,end,,,0
C61019032,0,ok,condensed,SOLID (1 mg / 200 mg KBr DISC),32356
C61019032,1,end,,,0
C7244771,0,ok,gas,gas,4332
C7244771,1,end,,,0
C14803726,0,ok,condensed,SOLID (1.8 mg / 200 mg KBr),18364
C14803726,1,end,,,0
C18102380,0,ok,condensed,MELTED BETWEEN KBr PLATES,32276
C18102380,1,end,,,0
C31330593,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19535
C31330593,1,end,,,0
C22821803,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33119
C22821803,1,end,,,0
C7509117,0,ok,gas,gas,13862
C7509117,1,end,,,0
C14227180,0,ok,gas,gas,14052
C14227180,1,end,,,0
C1016586,0,ok,gas,gas,12762
C1016586,1,end,,,0
C10352440,0,ok,gas,gas,14002
C10352440,1,end,,,0
C2322001,0,ok,condensed,LIQUID (NEAT),32288
C2322001,1,end,,,0
C108678,0,ok,gas,gas,4577
C108678,1,ok,gas,VAPOR (25 MICROLITER AT 150 C),25846
C108678,2,ok,condensed,LIQUID (NEAT),50375
C103651,0,ok,gas,gas,4703
C103651,1,ok,condensed,LIQUID (NEAT),24919
C103651,2,end,,,0
C95636,0,ok,gas,gas,4424
C95636,1,end,,,0
C98828,0,ok,gas,gas,4313
C98828,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% CCl4 FOR 650-240 CM^-^1) VERSUS SOLVENT",27265
C98828,2,end,,,0
C526738,0,ok,gas,gas,4452
C526738,1,ok,condensed,LIQUID (NEAT),24803
C526738,2,end,,,0
C620144,0,ok,gas,gas,4315
C620144,1,ok,condensed,LIQUID (NEAT),25109
C620144,2,ok,condensed,"SOLUTION (5% CCl4 FOR 3800-1330, 5% CS2 FOR 1330-450 CM^-^1)",32499
C620144,3,end,,,0
C611143,0,ok,gas,gas,4262
C611143,1,ok,condensed,LIQUID (NEAT),24800
C622968,0,ok,gas,gas,4203
C622968,1,ok,condensed,"SOLUTION (5% IN CCl4 FOR 3800-1330, 5% IN CS2 FOR 1330-450 CM^-^1)",36880
C622968,2,end,,,0
C2396658,0,ok,gas,gas,3935
C2396658,1,end,,,0
C3048655,0,ok,gas,gas,4321
C3048655,1,end,,,0
C82842522,0,ok,gas,gas,13994
C82842522,1,end,,,0
C51605971,0,ok,gas,gas,11931
C51605971,1,end,,,0
C42313791,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1300, 10% CS2 FOR 1300-625 CM^-^1)",19356
C42313791,1,end,,,0
C101259498,0,ok,condensed,SOLID (0.8 mg / 650 mg KBr DISC),26213
C101259498,1,end,,,0
C114133845,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19122
C2739175,0,ok,condensed,"SOLID (KBr DISC, 0.9% WT.)",32325
C2739175,1,end,,,0
C78235071,0,ok,condensed,LIQUID (NEAT),32709
C78235071,1,end,,,0
C6285649,0,ok,condensed,SOLID (0.9 mg / 650 mg KBr DISC),26571
C6285649,1,end,,,0
C93457193,0,ok,condensed,SOLID (1.0 mg / 650 mg KBr DISC),26721
C93457193,1,end,,,0
C72506833,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19929
C72506833,1,end,,,0
C1783251,0,ok,gas,gas,14168
C1783251,1,end,,,0
C103026,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-450 CM^-^1)",32589
C5746861,0,ok,gas,gas,13000
C5746861,1,end,,,0
C20730023,0,ok,gas,gas,14062
C20730023,1,end,,,0
C21911762,0,ok,condensed,SOLID (NUJOL MULL),32292
C21911762,1,end,,,0
C21018133,0,ok,gas,gas,13999
C21018133,1,end,,,0
C58586815,0,ok,gas,gas,14036
C58586815,1,end,,,0
C27830166,0,ok,gas,gas,12997
C27830166,1,end,,,0
C1421347,0,ok,condensed,SOLID (0.95 mg / 650 mg KBr DISC),30538
C1421347,1,end,,,0
C17894256,0,ok,gas,gas,12976
C17894256,1,end,,,0
C1443761,0,ok,gas,gas,14358
C1443761,1,end,,,0
C31673593,0,ok,condensed,SOLID (1.0 mg / 650 mg KBr DISC),28340
C31673593,1,end,,,0
C3955586,0,ok,condensed,SOLID (SPLIT MULL),32378
C3955586,1,end,,,0
C6943346,0,ok,condensed,LIQUID (NEAT),32844
C6943346,1,end,,,0
C40067445,0,ok,condensed,SOLID (1 mg / 650 mg KBr DISC),31499
C40067445,1,end,,,0
C7154167,0,ok,condensed,SOLID (0.7 mg / 500 mg KBr DISC),21982
C7154167,1,end,,,0
C6223605,0,ok,condensed,SOLID (0.6 mg / 650 mg KBr DISC),32995
C6223605,1,end,,,0
C51183,0,ok,condensed,SOLID (MULLS; KEL-F FOR 5000-1350 AND MINERAL OIL FOR 1350-625 CM^-^1),19780
C51183,1,end,,,0
C4560876,0,ok,condensed,SOLID (OIL MULL),35516
C4560876,1,end,,,0
C90674445,0,ok,condensed,SOLID (1 mg / 650 mg KBr DISC),25169
C90674445,1,end,,,0
C122145,0,ok,gas,gas,4924
C122145,1,end,,,0
C122974,0,ok,gas,gas,4725
C122974,1,ok,condensed,LIQUID,19234
C122974,2,end,,,0
C527606,0,ok,gas,gas,4356
C527606,1,end,,,0
C99898,0,ok,gas,gas,4268
C99898,1,ok,condensed,SOLUTION (ETHYL ETHER),26066
C99898,2,end,,,0
C697825,0,ok,gas,gas,4592
C697825,1,end,,,0
C88697,0,ok,gas,gas,4585
C88697,1,end,,,0
C617947,0,ok,gas,gas,4535
C617947,1,end,,,0
C645567,0,ok,gas,gas,4126
C645567,1,end,,,0
C644359,0,ok,gas,gas,4564
C644359,1,end,,,0
C527548,0,ok,gas,gas,12842
C527548,1,end,,,0
C539300,0,ok,gas,gas,4456
C539300,1,ok,condensed,LIQUID,19679
C539300,2,end,,,0
C622855,0,ok,gas,gas,4395
C622855,1,end,,,0
C496786,0,ok,gas,gas,4623
C496786,1,end,,,0
C874635,0,ok,gas,gas,7145
C874635,1,end,,,0
C1123859,0,ok,gas,gas,4302
C1123859,1,end,,,0
C6738234,0,ok,gas,gas,7944
C6738234,1,end,,,0
C4685476,0,ok,gas,gas,12516
C4685476,1,end,,,0
C1706112,0,ok,gas,gas,4439
C1706112,1,end,,,0
C3558609,0,ok,gas,gas,4440
C3558609,1,ok,condensed,LIQUID (NEAT),33156
C3558609,2,end,,,0
C614711,0,ok,gas,gas,4559
C614711,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1335, 10% IN CS2 FOR 1335-400 CM^-^1)",37970
C614711,2,end,,,0
C2944492,0,ok,gas,gas,4254
C2944492,1,end,,,0
C622606,0,ok,gas,gas,4408
C622606,1,ok,condensed,LIQUID (NEAT),26461
C622606,2,end,,,0
C16308922,0,ok,gas,gas,4521
C16308922,1,end,,,0
C19819988,0,ok,gas,gas,4431
C19819988,1,end,,,0
C93549,0,ok,gas,gas,4600
C93549,1,end,,,0
C699025,0,ok,gas,gas,4460
C699025,1,ok,unknown,,607
C699025,2,end,,,0
C27129879,0,ok,gas,gas,6142
C27129879,1,end,,,0
C5063036,0,ok,gas,gas,4329
C5063036,1,end,,,0
C1875894,0,ok,gas,gas,4487
C1565748,0,ok,gas,gas,13111
C1565748,1,end,,,0
C7287823,0,ok,gas,gas,4545
C7287823,1,end,,,0
C613876,0,ok,gas,gas,14086
C24297129,0,ok,condensed,LIQUID (NEAT),32231
C24297129,1,end,,,0
C34591349,0,ok,gas,gas,4315
C34591349,1,end,,,0
C25675289,0,ok,gas,gas,13425
C25675289,1,end,,,0
C5788090,0,ok,gas,gas,6972
C2785899,0,ok,unknown,TRANSMISSION,19565
C2785899,1,end,,,0
C4179195,0,ok,gas,gas,13689
C4179195,1,end,,,0
C494995,0,ok,gas,gas,4655
C5673074,0,ok,gas,gas,4864
C5673074,1,end,,,0
C1125888,0,ok,gas,gas,6349
C1125888,1,end,,,0
C4463336,0,ok,gas,gas,12286
C4463336,1,end,,,0
C702238,0,ok,gas,gas,4389
C702238,1,end,,,0
C770354,0,ok,gas,gas,13024
C5020417,0,ok,gas,gas,4396
C5020417,1,end,,,0
C7417187,0,ok,gas,gas,14905
C7417187,1,end,,,0
C4169044,0,ok,unknown,,604
C4169044,1,end,,,0
C6143299,0,ok,gas,gas,4255
C6143299,1,end,,,0
C2563077,0,ok,gas,gas,11937
C2563077,1,end,,,0
C6214444,0,ok,gas,gas,7873
C6214444,1,end,,,0
C3319151,0,ok,gas,gas,12739
C3319151,1,end,,,0
C15149107,0,ok,gas,gas,4334
C15149107,1,end,,,0
C18979607,0,ok,gas,gas,4419
C18979607,1,end,,,0
C18979505,0,ok,unknown,,600
C18979505,1,end,,,0
C4033072,0,ok,unknown,TRANSMISSION,19129
C4033072,1,end,,,0
C13426556,0,ok,condensed,LIQUID (NEAT),32641
C13426556,1,end,,,0
C6161860,0,ok,unknown,,610
C6161860,1,end,,,0
C2380781,0,ok,gas,gas,7447
C2380781,1,end,,,0
C135773,0,ok,gas,gas,4868
C135773,1,end,,,0
C621238,0,ok,gas,gas,14028
C621238,1,end,,,0
C93038,0,ok,unknown,,611
C93038,1,end,,,0
C975951,0,end,,,0
C375951,0,ok,gas,gas,13886
C375951,1,end,,,0
C2224988,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",20118
C2224988,1,end,,,0
C76211,0,ok,gas,gas,4111
C76211,1,end,,,0
C4422951,0,ok,gas,gas,13138
C4422951,1,ok,condensed,LIQUID (NEAT),35119
C4422951,2,end,,,0
C116402621,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19262
C116402621,1,end,,,0
C1204280,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33074
C1204280,1,end,,,0
C376272,0,ok,condensed,LIQUID (NEAT),32867
C376272,1,ok,condensed,LIQUID (NEAT),37024
C376272,2,end,,,0
C27126938,0,ok,gas,gas,14143
C27126938,1,ok,condensed,LIQUID (NEAT),32372
C27126938,2,ok,condensed,SOLUTION (10% CCl4 FOR 3800-460 CM^-^1),32494
C27126938,3,end,,,0
C21815918,0,ok,gas,gas,14104
C21815918,1,end,,,0
C115286,0,ok,condensed,SOLID (KBr DISC),37519
C115286,1,end,,,0
C376181,0,ok,gas,gas,4198
C376181,1,end,,,0
C3671612,0,ok,condensed,SOLID (KBr DISC),46723
C3671612,1,end,,,0
C399699,0,ok,condensed,SOLID (KBr DISC),46793
C399699,1,end,,,0
C401956,0,ok,gas,gas,14007
C401956,1,end,,,0
C74853660,0,ok,gas,gas,13088
C74853660,1,end,,,0
C721379,0,ok,gas,gas,13008
C721379,1,end,,,0
C725893,0,ok,gas,gas,13691
C725893,1,end,,,0
C24821225,0,ok,gas,gas,14125
C24821225,1,end,,,0
C32890872,0,ok,gas,gas,14141
C32890872,1,end,,,0
C938249,0,ok,condensed,SOLID (MINERAL OIL MULL),19243
C938249,1,end,,,0
C521744,0,ok,condensed,SOLID (MINERAL OIL MULL),21112
C521744,1,end,,,0
C7251367,0,ok,condensed,SOLID (SPLIT MULL),32916
C140690568,0,ok,gas,gas,12779
C140690568,1,end,,,0
C49619821,0,ok,gas,gas,13920
C49619821,1,end,,,0
C86986,0,ok,gas,gas,4471
C86986,1,end,,,0
C22978183,0,ok,condensed,SOLID (NUJOL MULL),32241
C22978183,1,end,,,0
C773762,0,ok,condensed,SOLID (OIL MULL),19618
C773762,1,end,,,0
C4640680,0,ok,gas,gas,13406
C4640680,1,end,,,0
C1939293,0,ok,gas,gas,14404
C101053,0,ok,gas,gas,4354
C101053,1,end,,,0
C949531,0,ok,condensed,SOLID (MINERAL OIL MULL),19325
C949531,1,end,,,0
C207919071,0,ok,gas,gas,12377
C207919071,1,end,,,0
C75462598,0,ok,gas,gas,3502
C75462598,1,end,,,0
C2010631,0,ok,gas,gas,14051
C2010631,1,end,,,0
C130267,0,ok,condensed,"SOLID (SPLIT MULL vs. SCREEN), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32899
C130267,1,end,,,0
C21211223,0,ok,gas,gas,13654
C21211223,1,end,,,0
C39827117,0,ok,gas,gas,14119
C58808596,0,ok,gas,gas,10968
C58808596,1,end,,,0
C1736603,0,ok,gas,gas,4413
C1736603,1,end,,,0
C2002940,0,ok,gas,gas,14055
C2002940,1,end,,,0
C2002928,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",32399
C2002928,1,end,,,0
C22227265,0,ok,gas,gas,14293
C22227265,1,end,,,0
C2402746,0,ok,gas,gas,14052
C2402746,1,end,,,0
C1084328,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32903
C1084328,1,end,,,0
C149947193,0,ok,gas,gas,12987
C149947193,1,end,,,0
C160434491,0,ok,gas,gas,13313
C160434491,1,end,,,0
C5332252,0,ok,gas,gas,4420
C5332252,1,ok,condensed,LIQUID,19677
C5332252,2,end,,,0
C20099892,0,ok,gas,gas,13953
C20099892,1,end,,,0
C3598661,0,ok,gas,gas,14048
C3598661,1,end,,,0
C17061904,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",27731
C17061904,1,end,,,0
C5345891,0,ok,gas,gas,7003
C5345891,1,end,,,0
C64968996,0,ok,unknown,,641
C64968996,1,end,,,0
C116402472,0,ok,unknown,,645
C116402472,1,end,,,0
C90418410,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19530
C90418410,1,end,,,0
C959988,0,ok,gas,gas,4040
C959988,1,end,,,0
C33213659,0,ok,gas,gas,4082
C33213659,1,end,,,0
C115297,0,ok,gas,gas,4153
C115297,1,end,,,0
C612624,0,ok,gas,gas,4745
C612624,1,ok,condensed,SOLID (MINERAL OIL MULL),21104
C612624,2,end,,,0
C611358,0,ok,gas,gas,4132
C611358,1,end,,,0
C612577,0,ok,condensed,"SOLUTION (CCl4 FOR 2-10.4, CS2 FOR 9.7-16 MICRON) VS SOLVENT",32606
C612577,1,end,,,0
C21667629,0,ok,gas,gas,12537
C21667629,1,end,,,0
C4640668,0,ok,gas,gas,12508
C4640668,1,end,,,0
C17564646,0,ok,gas,gas,13662
C17564646,1,end,,,0
C112898336,0,ok,gas,gas,14185
C112898336,1,end,,,0
C112897979,0,ok,gas,gas,13248
C112897979,1,end,,,0
C102082893,0,ok,gas,gas,14192
C102082893,1,end,,,0
C84315231,0,ok,gas,gas,13879
C84315231,1,end,,,0
C2338752,0,ok,gas,gas,13264
C2338752,1,end,,,0
C108307568,0,ok,gas,gas,13190
C49561968,0,ok,gas,gas,12051
C49561968,1,end,,,0
C2145315,0,ok,gas,gas,12366
C2145315,1,end,,,0
C174013297,0,ok,gas,gas,13055
C174013297,1,end,,,0
C208173244,0,ok,gas,gas,12931
C208173244,1,end,,,0
C1994247,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-470 CM^-^1",32423
C1994247,1,end,,,0
C26107824,0,ok,gas,gas,14411
C26107824,1,end,,,0
C32707894,0,ok,gas,gas,13035
C32707894,1,end,,,0
C85369,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",32449
C85369,1,end,,,0
C13207631,0,ok,condensed,"SOLUTION (2% CCl4 FOR 3800-1330, 2% CS2 FOR 1330-400)",33037
C13207631,1,end,,,0
C547911,0,ok,condensed,SOLID (MULL),19726
C547911,1,end,,,0
C39718075,0,ok,gas,gas,13313
C5457283,0,ok,gas,gas,13979
C5457283,1,end,,,0
C607352,0,ok,condensed,SOLID (1.0% IN KBr PELLET),34122
C607352,1,ok,condensed,SOLID (MINERAL OIL MULL),21129
C607352,2,end,,,0
C584849,0,ok,gas,gas,4121
C584849,1,ok,condensed,SOLUTION (10% IN CCl4 FOR 3800-1333 AND 10% IN CS2 FOR 1333-400 CM^-^1),38715
C584849,2,end,,,0
C3565262,0,ok,condensed,SOLID (MINERAL OIL MULL),21134
C3565262,1,end,,,0
C4008484,0,ok,gas,gas,7449
C4008484,1,end,,,0
C99066747,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33218
C99066747,1,end,,,0
C27406366,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33168
C27406366,1,end,,,0
C56278503,0,ok,gas,gas,14051
C56278503,1,end,,,0
C21564170,0,ok,gas,gas,4372
C21564170,1,end,,,0
C102300801,0,ok,condensed,SOLID (PELLET),19773
C102300801,1,end,,,0
C91645,0,ok,condensed,"SOLUTION (CCl4 FOR 4000-1300, CS2 FOR 1300-450 CM^-^1) VS SOLVENT",34296
C606235,0,ok,gas,gas,3827
C606235,1,end,,,0
C637445,0,ok,gas,gas,14042
C637445,1,ok,unknown,TRANSMISSION,18582
C637445,2,end,,,0
C6314289,0,ok,gas,gas,6754
C6314289,1,end,,,0
C1076386,0,ok,gas,gas,7092
C496413,0,ok,gas,gas,4916
C496413,1,end,,,0
C19438610,0,ok,gas,gas,13994
C19438610,1,end,,,0
C703593,0,ok,gas,gas,13698
C703593,1,end,,,0
C485472,0,ok,gas,gas,14318
C485472,1,end,,,0
C305011,0,ok,condensed,SOLID (0.8 mg / 230 mg KBr DISC),34195
C305011,1,end,,,0
C2732185,0,ok,condensed,"SOLID (0.8 mg / 230 mg, KBr DISC) VS. SCREEN",36960
C2732185,1,end,,,0
C35109605,0,ok,unknown,TRANSMISSION,37451
C116402427,0,ok,unknown,,637
C116402427,1,end,,,0
C17452232,0,ok,gas,gas,14813
C17452232,1,end,,,0
C34598497,0,ok,gas,gas,13963
C34598497,1,end,,,0
C5443492,0,ok,gas,gas,4566
C5443492,1,end,,,0
C1775275,0,ok,gas,gas,12892
C1775275,1,end,,,0
C7499561,0,ok,gas,gas,14018
C32862978,0,ok,gas,gas,4126
C32862978,1,end,,,0
C1503533,0,ok,unknown,,619
C1503533,1,end,,,0
C116435144,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1300, 10% CS2 FOR 1300-625 CM^-^1)",19313
C116435144,1,end,,,0
C1928376,0,ok,gas,gas,4254
C1928376,1,end,,,0
C93721,0,ok,gas,gas,4373
C93721,1,ok,unknown,,625
C93721,2,ok,condensed,SOLID (KBr DISC),30987
C93721,3,end,,,0
C22876295,0,ok,unknown,,625
C22876295,1,end,,,0
C116402518,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19989
C56511207,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19959
C56511207,1,end,,,0
C37995087,0,ok,condensed,"SOLUTION (SATURATED IN CCl4 FOR 5000-1310 CM^-^1, SATURATED IN CS2 FOR 1310-625 CM^-^1)",20001
C37995087,1,end,,,0
C51581523,0,ok,gas,gas,13035
C51581501,0,ok,gas,gas,14339
C51581501,1,end,,,0
C51581545,0,ok,gas,gas,14065
C51581545,1,end,,,0
C51581476,0,ok,gas,gas,14681
C51581476,1,end,,,0
C18365429,0,ok,gas,gas,12074
C18365429,1,end,,,0
C42348867,0,ok,gas,gas,13926
C42348867,1,end,,,0
C17061926,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330,AND 10% IN CS2 FOR 1330-400 CM^-^1) VERSUS SOLVENT",27607
C17061926,1,end,,,0
C1866382,0,ok,gas,gas,4119
C1866382,1,end,,,0
C3752258,0,ok,gas,gas,4114
C3752258,1,end,,,0
C1615027,0,ok,gas,gas,4222
C1615027,1,end,,,0
C5538512,0,ok,gas,gas,4366
C5340965,0,ok,condensed,SOLID (1.2% IN KBr PELLET),34412
C5340965,1,end,,,0
C4140710,0,ok,condensed,SOLID (1.0 mg / 650 mg KBr DISC),26230
C4140710,1,end,,,0
C399779,0,ok,condensed,SOLID (KBr DISC),46805
C399779,1,end,,,0
C3671656,0,ok,condensed,SOLID (KBr DISC),46838
C3671656,1,end,,,0
C709637,0,ok,gas,gas,14059
C709637,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-460 CM^-^1)",32573
C709637,2,ok,condensed,"SOLUTION (2% IN CCl4 FOR 3800-1333, 2% IN CS2 FOR 1333-400 CM^-^1)",37784
C709637,3,end,,,0
C349768,0,ok,gas,gas,12988
C349768,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-460 CM^-^1)",37508
C349768,2,end,,,0
C17408149,0,ok,gas,gas,14144
C17408149,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-460 CM^-^1)",32531
C17408149,2,end,,,0
C394592,0,ok,gas,gas,13480
C394592,1,end,,,0
C2557133,0,ok,gas,gas,14252
C2557133,1,end,,,0
C32857628,0,ok,gas,gas,13958
C32857628,1,end,,,0
C85013985,0,ok,gas,gas,12594
C85013985,1,end,,,0
C148438000,0,ok,gas,gas,12753
C148438000,1,end,,,0
C17452265,0,ok,gas,gas,14050
C17452265,1,end,,,0
C700845,0,ok,gas,gas,12579
C700845,1,end,,,0
C350903,0,ok,gas,gas,14083
C350903,1,end,,,0
C459325,0,ok,gas,gas,14323
C459325,1,end,,,0
C91225,0,ok,gas,gas,4288
C91225,1,end,,,0
C119653,0,ok,gas,gas,4400
C119653,1,ok,condensed,LIQUID,21014
C119653,2,end,,,0
C495103,0,ok,condensed,LIQUID (NEAT),27025
C4360478,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19002
C4360478,1,end,,,0
C35975009,0,ok,gas,gas,13425
C35975009,1,end,,,0
C2301259,0,ok,gas,gas,14606
C2301259,1,end,,,0
C2104098,0,ok,condensed,SOLID (PELLET),19778
C2104098,1,end,,,0
C68101315,0,ok,condensed,SOLID (KBr PELLET),19237
C68101315,1,end,,,0
C41814782,0,ok,gas,gas,3973
C41814782,1,end,,,0
C148243,0,ok,gas,gas,4794
C148243,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1320, 10% CS2 FOR 1320-400)",33172
C148243,2,ok,condensed,SOLID (SPLIT MULL),34369
C148243,3,end,,,0
C614164,0,ok,gas,gas,6610
C614164,1,end,,,0
C59314,0,ok,gas,gas,15016
C59314,1,ok,condensed,SOLID (SPLIT MULL),33050
C59314,2,end,,,0
C611369,0,ok,gas,gas,6839
C611369,1,end,,,0
C7223305,0,ok,condensed,SOLUTION (7% IN CHCl3),17785
C7223305,1,end,,,0
C6136681,0,ok,gas,gas,12103
C578676,0,ok,gas,gas,4405
C578676,1,end,,,0
C550447,0,ok,gas,gas,14092
C550447,1,end,,,0
C86953,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32974
C86953,1,end,,,0
C1477505,0,ok,gas,gas,7456
C1477505,1,end,,,0
C608059,0,ok,condensed,SOLID (1.0% IN KBr PELLET),34255
C608059,1,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33040
C608059,2,end,,,0
C4439025,0,ok,gas,gas,13951
C4439025,1,end,,,0
C49647203,0,ok,gas,gas,6342
C49647203,1,end,,,0
C23138649,0,ok,gas,gas,6109
C23138649,1,end,,,0
C3125664,0,ok,gas,gas,13982
C3125664,1,end,,,0
C3662780,0,ok,gas,gas,14135
C3662780,1,end,,,0
C16778840,0,ok,gas,gas,14026
C16778840,1,end,,,0
C10328924,0,ok,condensed,SOLUTION (5% IN CHCl3),19398
C10328924,1,ok,condensed,SOLID (NUJOL MULL),32252
C10328924,2,end,,,0
C118296,0,ok,gas,gas,4142
C118296,1,end,,,0
C1793073,0,ok,gas,gas,7538
C1793073,1,end,,,0
C1734798,0,ok,gas,gas,11889
C1734798,1,end,,,0
C2875323,0,ok,condensed,SOLID (MINERAL OIL MULL),18906
C2875323,1,end,,,0
C619896,0,ok,gas,gas,14576
C619896,1,ok,condensed,SOLID (OIL MULL),32627
C619896,2,end,,,0
C1485003,0,ok,gas,gas,14151
C1485003,1,end,,,0
C6159257,0,ok,condensed,SOLID (SPLIT MULL),33171
C6159257,1,end,,,0
C84888,0,ok,condensed,SOLID (OIL MULL),26451
C84888,1,end,,,0
C28115857,0,ok,gas,gas,14005
C28115868,0,ok,gas,gas,13956
C28115868,1,end,,,0
C6314427,0,ok,gas,gas,13834
C6314427,1,end,,,0
C16794686,0,ok,gas,gas,13696
C16794686,1,end,,,0
C2131579,0,ok,gas,gas,6451
C2131579,1,end,,,0
C3125711,0,ok,gas,gas,6268
C3125711,1,end,,,0
C1457461,0,ok,condensed,SOLID (KBr PELLET),19114
C1457461,1,ok,condensed,SOLID (MINERAL OIL MULL),18889
C1457461,2,end,,,0
C1520203,0,ok,gas,gas,13723
C1520203,1,end,,,0
C2103880,0,ok,gas,gas,14763
C2103880,1,end,,,0
C95136,0,ok,gas,gas,4310
C95136,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-450 CM^-^1)",38246
C95136,2,end,,,0
