id,index,status,phase,state_text,bytes
C64197,2,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, 10% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",34865
C107313,0,ok,gas,gas,4214
C107313,1,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",34806
C107313,2,ok,condensed,liquid,289828
C107313,3,end,,,0
C68111,0,ok,gas,gas,4505
C68111,1,end,,,0
C79141,0,ok,condensed,SOLID (SPLIT MULL),32215
C79141,1,end,,,0
C3741386,0,ok,condensed,LIQUID,26302
C3741386,1,end,,,0
C420122,0,ok,condensed,LIQUID (NEAT),32637
C420122,1,end,,,0
C74964,0,ok,gas,gas,4286
C74964,1,ok,condensed,LIQUID (NEAT),32501
C74964,2,ok,condensed,LIQUID (NEAT),37110
C540512,0,ok,gas,gas,4606
C540512,1,end,,,0
C75003,0,ok,gas,gas,4315
C75003,1,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32311
C75003,2,end,,,0
C1498517,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37077
C1498517,1,end,,,0
C1498642,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-400 CM^-^1)",38372
C1498642,1,end,,,0
C1486404,0,ok,condensed,"SOLUTION (SALTED IN CCl4 FOR 3800-1340, SALTED IN CS2 FOR 1340-450 CM^-^1)",37059
C1486404,1,end,,,0
C16001051,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37001
C16001051,1,end,,,0
C14705465,0,ok,condensed,LIQUID,42445
C14705465,1,end,,,0
C373886,0,ok,condensed,SOLID (SPLIT MULL),32918
C373886,1,end,,,0
C107277,0,ok,gas,gas,4832
C107277,1,end,,,0
C30956286,0,ok,condensed,SOLID (MINERAL OIL MULL),19525
C30956286,1,end,,,0
C107073,0,ok,gas,gas,4617
C107073,1,end,,,0
C107302,0,ok,gas,GAS (100 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH NITROGEN),37478
C107302,1,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",26410
C107302,2,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",35109
C107302,3,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-450 CM^-^1)",32598
C107302,4,ok,unknown,,640
C107302,5,end,,,0
C371620,0,ok,condensed,liquid,310486
C371620,1,end,,,0
C754030,0,ok,condensed,"SOLUTION (2% CCl4 FOR 5000-1330, 2% CS2 FOR 1330-625 CM^-^1)",19082
C75036,0,ok,gas,gas,4779
C75036,1,ok,gas,"GAS (50 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32038
C75036,2,end,,,0
C151564,0,ok,gas,"GAS (80 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32243
C151564,1,ok,condensed,LIQUID,19665
C151564,2,end,,,0
C684935,0,ok,condensed,SOLID (2.4 mg / 650 mg KBr DISC),31886
C684935,1,end,,,0
C60355,0,ok,gas,gas,4485
C60355,1,ok,unknown,,591
C60355,2,ok,condensed,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1340 AND NUJOL FOR 1340-400 CM ^-^1)",38604
C60355,3,end,,,0
C123397,0,ok,gas,gas,4395
C107299,0,ok,gas,gas,4686
C107299,1,end,,,0
C75238152,0,ok,condensed,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1300 AND NUJOL FOR 1300-400 CM ^-^1)",37219
C75238152,1,end,,,0
C79243,0,ok,gas,gas,4769
C79243,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10.1% IN CS2 FOR 1300-650, AND 10.1% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",27043
C56406,0,ok,unknown,,599
C56406,1,ok,condensed,"SOLID (MULL, KBr DISC)",35805
C56406,2,end,,,0
C598425,0,ok,condensed,SOLID (SPLIT MULL),32996
C598425,1,end,,,0
C2386585,0,ok,gas,gas,14291
C2386585,1,end,,,0
C625581,0,ok,gas,GAS (30 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),36680
C625581,1,ok,gas,"GAS (30 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32168
C625581,2,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1340, 10% IN CS2 FOR 1340-450 CM^-^1) VS. SOLVENT",37440
C625581,3,end,,,0
C758101,0,ok,condensed,SOLID (KBr PELLET),19612
C758101,1,end,,,0
C758087,0,ok,condensed,SOLID (MINERAL OIL MULL),19337
C758087,1,end,,,0
C4408780,0,ok,condensed,SOLID (0.6 mg / 650 mg KBr DISC),31776
C4408780,1,end,,,0
C74840,0,ok,gas,gas,4189
C74840,1,ok,gas,GAS (150 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),34536
C74840,2,end,,,0
C2767477,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",32456
C2767477,1,end,,,0
C677430,0,ok,unknown,,622
C677430,1,end,,,0
C1498653,0,ok,unknown,,628
C1498653,1,end,,,0
C4518983,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1230, 2% IN CS2 FOR 1230-600, AND 10% IN CCl4 FOR 600-240 CM^-^1) VS. SOLVENT",36306
C4518983,1,end,,,0
C6000437,0,ok,condensed,SOLID (MINERAL OIL MULL),19967
C6000437,1,end,,,0
C2524030,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37947
C2524030,1,end,,,0
C813774,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-400 CM^-^1)",37682
C813774,1,ok,condensed,"SOLUTION (2% IN CCl4 FOR 3800-1333, 2% IN CS2 FOR 1333-450 CM^-^1)",36959
C598505,0,ok,condensed,SOLID (OIL MULL),32680
C598505,1,end,,,0
C62759,0,ok,gas,gas,4287
C62759,1,ok,condensed,"SOLUTION (11% IN CCl4 FOR 3800-1300, 2% IN CS2 FOR 1300-650, 11% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",34873
C62759,2,ok,condensed,LIQUID (NEAT),33015
C62759,3,end,,,0
C598414,0,ok,condensed,SOLID (0.4 mg / 650 mg KBr DISC),32736
C598414,1,end,,,0
C5349804,0,ok,condensed,SOLID (1 mg / 650 mg KBr DISC),25113
C5349804,1,end,,,0
C3272273,0,ok,condensed,SOLID (0.7 mg / 500 mg KBr DISC),22001
C3272273,1,end,,,0
C760305,0,ok,condensed,SOLID (1 mg /650 mg KBr DISC),25670
C760305,1,end,,,0
C110214,0,ok,unknown,,611
C64175,0,ok,gas,gas,4445
C64175,1,ok,gas,GAS (VAPOR),25093
C64175,2,ok,gas,"GAS (30 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",34394
C64175,3,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1340, 10% IN CS2 FOR 1340-400 CM^-^1)",37563
C64175,4,ok,gas,gas,35795
C64175,5,ok,gas,gas,70611
C64175,6,ok,gas,gas,140177
C64175,7,ok,gas,gas,279290
C64175,8,ok,gas,gas,557546
C115106,0,ok,gas,gas,4821
C115106,1,ok,gas,GAS,36830
C115106,2,ok,gas,GAS,25830
C115106,3,end,,,0
C107211,0,ok,gas,gas,4490
C107211,1,ok,condensed,LIQUID (NEAT),37063
C107211,2,end,,,0
C67710,0,ok,gas,gas,3997
C67710,1,ok,condensed,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1333 AND NUJOL FOR 1333-400 CM ^-^1)",36869
C67710,2,end,,,0
C77781,0,ok,gas,gas,4001
C77781,1,ok,condensed,"SOLUTION (1% IN CCl4 FOR 3800-1333, 1% IN CS2 FOR 1333-400 CM^-^1)",36808
C77781,2,end,,,0
C7143013,0,ok,gas,gas,13694
C7143013,1,end,,,0
C67685,0,ok,gas,gas,4083
C67685,1,ok,condensed,"SOLUTION (10.75% IN CCl4 FOR 3800-1300, 2.24% IN CS2 FOR 1300-620, AND 10.75% IN CCl4 FOR 620-250 CM^-^1) VERSUS SOLVENT",27190
C67685,2,ok,condensed,LIQUID (NEAT),26236
C67685,3,ok,condensed,"SOLUTION (10% IN CCl4 FOR 4000-1330 CM^-^1, 10% IN CS2 FOR 1330-600 CM^-^1)",49088
C67685,4,ok,condensed,LIQUID (NEAT),49798
C67685,5,end,,,0
C60242,0,ok,gas,gas,4393
C60242,1,end,,,0
C2206271,0,ok,gas,gas,3951
C2206271,1,ok,condensed,"SOLUTION (5% CCl4 FOR 3800-1330, 5% CS2 FOR 1330-400 CM^-^1)",32932
C2206271,2,end,,,0
C75183,0,ok,condensed,LIQUID,32713
C75183,1,end,,,0
C75081,0,ok,gas,gas,4902
C75081,1,ok,gas,GAS (250 mmHg),26258
C75081,2,ok,condensed,"SOLUTION (10% CCl4 FOR 2-7.6, 10% CS2 FOR 7.6-16.0 MICRON) VS SOLVENT",26594
C624920,0,ok,gas,gas,4485
C624920,1,end,,,0
C540636,0,ok,gas,gas,4913
C540636,1,end,,,0
C507324,0,ok,condensed,SOLID (SPLIT MULL),32456
C507324,1,end,,,0
C4542614,0,ok,gas,VAPOR AT 24.5 mmHg PRESSURE; $$ PURITY 95%,19455
C4542614,1,end,,,0
C4433630,0,ok,condensed,LIQUID; $$ RESEARCH PURITY,18766
C4433630,1,end,,,0
C2576478,0,ok,unknown,,616
C681049,0,ok,unknown,,631
C681049,1,end,,,0
C75047,0,ok,gas,gas,4387
C75047,1,end,,,0
C124403,0,ok,gas,gas,4426
C124403,1,ok,gas,GAS (16 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),37444
C124403,2,ok,gas,"GAS (16 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",26200
C124403,3,end,,,0
C14379807,0,ok,condensed,SOLID (1 mg / 650 mg KBr DISC),31740
C14379807,1,end,,,0
C17696956,0,ok,condensed,SOLID (0.7 mg / 500 mg KBr DISC),20190
C17696956,1,end,,,0
C141435,0,ok,gas,gas,4544
C141435,1,ok,condensed,LIQUID (NEAT),38310
C141435,2,end,,,0
C631618,0,ok,condensed,solid,159421
C631618,1,end,,,0
C5347820,0,ok,condensed,SOLID (MULL),20124
C5347820,1,end,,,0
C868859,0,ok,gas,gas,4283
C868859,1,ok,condensed,LIQUID (NEAT),32384
C868859,2,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33178
C593555,0,ok,condensed,SOLID (MINERAL OIL MULL),19005
C593555,1,end,,,0
C506592,0,ok,condensed,SOLID (KBr DISC),24711
C506592,1,end,,,0
C557664,0,ok,unknown,,608
C557664,1,end,,,0
C2002246,0,ok,condensed,SOLID (KBr PELLET),19965
C2002246,1,end,,,0
C107153,0,ok,gas,gas,4384
C107153,1,ok,condensed,"SOLUTION (11% CCl4 FOR 3800-1000, 6% CS2 FOR 1000-650, AND 11% CCl4 FOR 650-250)",34413
C107153,2,end,,,0
C57147,0,ok,gas,gas,4548
C57147,1,end,,,0
C2582301,0,ok,condensed,SOLID (ARNEEL C MULL),20438
C2582301,1,end,,,0
C13749387,0,ok,gas,gas,13815
C13749387,1,end,,,0
C3252435,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33157
C3252435,1,end,,,0
C598163,0,ok,gas,gas,3858
C598163,1,end,,,0
C115173,0,ok,gas,gas,4082
C115173,1,ok,condensed,LIQUID,21064
C115173,2,end,,,0
C83463621,0,ok,gas,gas,14046
C83463621,1,end,,,0
C306832,0,ok,gas,gas,4195
C306832,1,end,,,0
C3018120,0,ok,condensed,LIQUID,24330
C3018120,1,ok,condensed,LIQUID (NEAT),36417
C3018120,2,end,,,0
C79016,0,ok,gas,gas,3667
C79016,1,ok,gas,"GAS (50 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32275
C79016,2,ok,condensed,LIQUID (NEAT),35040
C79016,3,ok,unknown,TRANSMISSION,12991
C79016,4,ok,gas,gas,33503
C79016,5,ok,gas,gas,63814
C79016,6,ok,gas,gas,126521
C79016,7,ok,gas,gas,251866
C79016,8,ok,gas,gas,502226
C79016,9,ok,gas,gas,33590
C79016,10,ok,gas,gas,66092
C79016,11,ok,gas,gas,131097
C79016,12,ok,gas,gas,252215
C79016,13,ok,gas,gas,502948
C79016,14,ok,gas,gas,33519
C79016,15,ok,gas,gas,66022
C79016,16,ok,gas,gas,126610
C79016,17,ok,gas,gas,252102
C79016,18,ok,gas,gas,502800
C354212,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",19553
C354212,1,end,,,0
C354154,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, AND 10% IN CS2 FOR 1333-450 CM^-^1)",37220
C354154,1,end,,,0
C79367,0,ok,unknown,,606
C79367,1,end,,,0
C76039,0,ok,unknown,,604
C76017,0,ok,gas,gas,3952
C76017,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-400 CM^-^1)",34095
C76017,2,ok,unknown,TRANSMISSION,13012
C76017,3,end,,,0
C76051,0,ok,gas,gas,4073
C76051,1,end,,,0
C354336,0,ok,gas,gas,31220
C592858,0,ok,condensed,SOLID (NUJOL MULL),19185
C592858,1,end,,,0
C460195,0,ok,gas,GAS,19682
C460195,1,ok,gas,GAS (280 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),36262
C460195,2,ok,gas,"GAS (280 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",25524
C460195,3,end,,,0
C431538,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2-7.5, 10% CS2 FOR 7.5-15.9 MICRON)",26395
C431538,1,end,,,0
C127219,0,ok,gas,gas,4428
C127219,1,end,,,0
C661972,0,ok,gas,gas,11906
C661972,1,end,,,0
C13063439,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",20007
C13063439,1,end,,,0
C76175,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19135
C76175,1,end,,,0
C1599413,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, AND 10% IN CS2 FOR 1330-400 CM^-^1)",37767
C87901,0,ok,condensed,SOLID (ARNEEL C MULL),20489
C87901,1,end,,,0
C3019714,0,ok,gas,gas,12919
C3019714,1,end,,,0
C2268464,0,ok,gas,gas,3673
C2268464,1,end,,,0
C1652897,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19151
C1652897,1,end,,,0
C2378087,0,ok,gas,gas,12124
C2378087,1,end,,,0
C1888717,0,ok,gas,gas,7816
C1888717,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-600, AND 10% IN CCl4 FOR 600-250 CM^-^1) VERSUS SOLVENT",33749
C1888717,2,end,,,0
C661961,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19109
C661961,1,end,,,0
C2428048,0,ok,condensed,SOLID (OIL MULL),32787
C2428048,1,end,,,0
C116165,0,ok,gas,gas,4555
C116165,1,end,,,0
C768296,0,ok,condensed,SOLID (KBr PELLET),19036
C768296,1,end,,,0
C684162,0,ok,gas,gas,3698
C684162,1,end,,,0
C754347,0,ok,gas,gas,7381
C754347,1,end,,,0
C15572562,0,ok,condensed,SOLID (MINERAL OIL MULL),19990
C624602,0,ok,condensed,SOLID (MINERAL OIL MULL),19268
C624602,1,end,,,0
C556536,0,ok,unknown,,612
C556536,1,end,,,0
C4146161,0,ok,condensed,SOLID,21276
C4146161,1,end,,,0
C4145986,0,ok,condensed,SOLID,20313
C593817,0,ok,condensed,SOLID (KBr DISC),32328
C593817,1,end,,,0
C78219008,0,ok,condensed,SOLID (1 mg / 500 mg KBr DISC),27633
C78219008,1,end,,,0
C16995361,0,ok,condensed,LIQUID (NEAT),32680
C16995361,1,end,,,0
C15965307,0,ok,gas,gas,14819
C3967553,0,ok,gas,gas,7283
C3967553,1,end,,,0
C431516,0,ok,gas,"GAS (50 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",33008
C431516,1,end,,,0
C20589859,0,ok,gas,gas,4586
C20589859,1,end,,,0
C16995350,0,ok,condensed,LIQUID (NEAT),32525
C16995350,1,end,,,0
C632213,0,ok,gas,gas,4295
C632213,1,end,,,0
C920376,0,ok,condensed,LIQUID,18507
C4461307,0,ok,gas,gas,14062
C4461307,1,end,,,0
C10444890,0,ok,gas,gas,14351
C10444890,1,end,,,0
C354698,0,ok,gas,gas,3801
C354698,1,end,,,0
C354767,0,ok,gas,gas,12938
C354767,1,end,,,0
C920661,0,ok,gas,gas,4071
C920661,1,end,,,0
C109773,0,ok,condensed,LIQUID,19891
C109773,1,ok,condensed,LIQUID (NEAT),32600
C109773,2,ok,condensed,"SOLID (MULL, KEL-F OIL FOR 2-7.5 AND MINERAL OIL FOR 7.5-16 MICRONS)",20260
C109773,3,end,,,0
C120898,0,ok,condensed,SOLID (OIL MULL),32573
C120898,1,end,,,0
C4730534,0,ok,condensed,SOLID (0.8 mg / 650 mg KBr DISC),27150
C872366,0,ok,condensed,LIQUID (NEAT),32503
C872366,1,end,,,0
C106967,0,ok,gas,gas,4145
C106967,1,end,,,0
C10443659,0,ok,gas,gas,7415
C10443659,1,end,,,0
C430955,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19087
C430955,1,end,,,0
C2601890,0,ok,gas,gas,7761
C2601890,1,ok,condensed,LIQUID,18508
C2567148,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-620, AND 10% CCl4 FOR 620-240 CM^-^1) VERSUS SOLVENT",35047
C2567148,1,ok,condensed,LIQUID (NEAT),32482
C2567148,2,end,,,0
C13116580,0,ok,unknown,TRANSMISSION,13058
C13116580,1,end,,,0
C96195,0,ok,gas,gas,4504
C96195,1,end,,,0
C13116579,0,ok,unknown,TRANSMISSION,13020
C13116579,1,end,,,0
C921039,0,ok,condensed,LIQUID (NEAT),32512
C921039,1,end,,,0
C26073267,0,ok,unknown,,617
C26073267,1,end,,,0
C15104617,0,ok,gas,gas,4080
C15104617,1,end,,,0
C1514870,0,ok,gas,gas,12417
C1514870,1,end,,,0
C41663734,0,ok,condensed,SOLID (SPLIT MULL),32821
C814686,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 4000-1310 CM^-^1, 10% IN CS2 FOR 1310-600 CM^-^1) VS. SOLVENT",49800
C814686,1,ok,unknown,TRANSMISSION,19500
C814686,2,end,,,0
C598798,0,ok,gas,gas,7573
C598798,1,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19104
C1609934,0,ok,gas,gas,14170
C1609934,1,end,,,0
C2345611,0,ok,gas,gas,13390
C2345611,1,end,,,0
C5704665,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",18980
C5704665,1,end,,,0
C3967542,0,ok,condensed,LIQUID (NEAT),32582
C3967542,1,end,,,0
C2805223,0,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32215
C2805223,1,end,,,0
C760418,0,ok,condensed,SOLID (NUJOL MULL),18398
C760418,1,end,,,0
C421501,0,ok,gas,gas,4463
C421501,1,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",34276
C421501,2,end,,,0
C359411,0,ok,gas,gas,14041
C359411,1,end,,,0
C422059,0,ok,gas,gas,4202
C422059,1,end,,,0
C659869,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1333, 10% CS2 FOR 1333-450 CM^-^1)",34917
C659869,1,end,,,0
C107131,0,ok,gas,gas,4185
C107131,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, 10% IN CCl4 FOR 650-240 CM^-^1) VERSUS SOLVENT",34951
C290879,0,ok,gas,gas,3993
C290879,1,end,,,0
C461892,0,ok,gas,gas,12873
C461892,1,end,,,0
C108805,0,ok,condensed,SOLID (MINERAL OIL MULL),19237
C108805,1,end,,,0
C372098,0,ok,gas,gas,3867
C372098,1,ok,condensed,SOLID (MINERAL OIL MULL),21143
C372098,2,end,,,0
C2295310,0,ok,gas,gas,4108
C2295310,1,ok,condensed,SOLID (KBr PELLET),19139
C2295310,2,end,,,0
C141844,0,ok,gas,gas,3978
C141844,1,ok,condensed,SOLID (MINERAL OIL MULL),19399
C141844,2,end,,,0
C288471,0,ok,gas,gas,4271
C288471,1,end,,,0
C1520225,0,ok,unknown,,608
C1520225,1,end,,,0
C82358096,0,ok,gas,gas,14131
C74997,0,ok,gas,"GAS (50 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32343
C74997,1,end,,,0
C463490,0,ok,gas,gas,4444
C463490,1,ok,gas,GAS (75 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),37554
C463490,2,end,,,0
C513315,0,ok,gas,gas,7228
C513315,1,end,,,0
C13195807,0,ok,gas,gas,7532
C13195807,1,end,,,0
C16400638,0,ok,gas,gas,14280
C16400638,1,end,,,0
C92018321,0,ok,condensed,"SOLUTION (CCl4 FOR 5000-1330, CS2 FOR 1330-625 CM^-^1)",19053
C92018321,1,end,,,0
C2417905,0,ok,gas,gas,4632
C2417905,1,end,,,0
C16461942,0,ok,gas,gas,13149
C1483416,0,ok,gas,gas,12692
C1483416,1,end,,,0
C78886,0,ok,gas,gas,4547
C78886,1,ok,condensed,LIQUID (NEAT),34436
C78886,2,ok,unknown,TRANSMISSION,13040
C78886,3,end,,,0
C10061015,0,ok,unknown,TRANSMISSION,12970
C10061015,1,ok,condensed,liquid,292171
C10061015,2,end,,,0
C10061026,0,ok,gas,gas,4309
C10061026,1,ok,condensed,SOLUTION (10% IN CCl4 FOR 3800-1333 AND 10% IN CS2 FOR 1333-400 CM^-^1),37667
C10061026,2,ok,unknown,TRANSMISSION,13024
C2088359,0,ok,gas,"GAS (106 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32188
C2088359,1,end,,,0
C563586,0,ok,unknown,TRANSMISSION,13025
C563586,1,end,,,0
C542756,0,ok,gas,gas,4105
C542756,1,end,,,0
C563542,0,ok,unknown,TRANSMISSION,13001
C563542,1,end,,,0
C7623098,0,ok,gas,gas,4125
C7623098,1,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",19561
C7623098,2,end,,,0
C3039552,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1300, 11% CS2 FOR 1300-630, AND 10% CCl4 FOR 630-250) VS SOLVENT",34559
C3039552,1,end,,,0
C116541,0,ok,gas,gas,4892
C116541,1,ok,unknown,,608
C116541,2,end,,,0
C565640,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",19604
C565640,1,end,,,0
C50893533,0,ok,gas,gas,14110
C50893533,1,end,,,0
C13601940,0,ok,gas,gas,4205
C13601940,1,end,,,0
C515822,0,ok,condensed,SOLID (NUJOL MULL),32328
C515822,1,end,,,0
C18992397,0,ok,condensed,LIQUID (NEAT),32745
C18992397,1,end,,,0
C3397624,0,ok,condensed,SOLID (0.86 mg / 300 mg KBr PELLET),18521
C3397624,1,end,,,0
C6099883,0,ok,gas,gas,13898
C6099883,1,end,,,0
C928574,0,ok,gas,gas,13414
C928574,1,end,,,0
C50667691,0,ok,gas,gas,12033
C50667691,1,end,,,0
C76379,0,ok,gas,gas,4243
C76379,1,end,,,0
C288324,0,ok,condensed,SOLID (SPLIT MULL),33023
C288324,1,end,,,0
C288131,0,ok,condensed,"SOLUTION (5% CCl4 FOR 3800-1335, 5% CS2 FOR 1335-400)",32905
C288131,1,end,,,0
C109820,0,ok,condensed,SOLID (KBr PELLET),19023
C109820,1,ok,condensed,SOLID (OIL MULL),32767
C109820,2,end,,,0
C5018279,0,ok,condensed,LIQUID (NEAT),30812
C5018279,1,end,,,0
C556901,0,ok,condensed,SOLID (KBr PELLET),19081
C556901,1,end,,,0
C1438160,0,ok,condensed,SOLID (KBr PELLET),19074
C1120996,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33093
C1120996,1,end,,,0
C645932,0,ok,condensed,SOLID (MULL),19636
C645932,1,end,,,0
C7722067,0,ok,condensed,SOLID (1 mg / 500 mg KBr DISC),27538
C7722067,1,end,,,0
C107028,0,ok,gas,gas,4335
C107028,1,ok,gas,"GAS (100 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",25004
C107028,2,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37874
C107028,3,end,,,0
C79107,0,ok,gas,gas,4669
C79107,1,ok,condensed,"SOLUTION (5% IN CCl4 FOR 3800-1300, 5% IN CS2 FOR 1300-650, AND 5% IN CCl4 FOR 650-240 CM^-^1) VERSUS SOLVENT",34079
C79107,2,end,,,0
C57578,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2-7.6, SATURATED-LESS THAN 10% -NaCl ADDED CS2 FOR 7.4-16)",32679
C57578,1,end,,,0
C765344,0,ok,condensed,"SOLUTION (10% CCl4 FOR 4000-1250, 10% CS2 FOR 1270-450 CM^-^1) VS SOLVENT",32607
C765344,1,ok,condensed,LIQUID (NEAT),34156
C765344,2,end,,,0
C3326894,0,ok,unknown,,605
C3326894,1,end,,,0
C96491,0,ok,condensed,LIQUID (NEAT),36220
C96491,1,ok,condensed,SOLID,19729
C127173,0,ok,condensed,LIQUID,25779
C127173,1,ok,condensed,LIQUID (NEAT),32569
C127173,2,end,,,0
C141822,0,ok,condensed,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1333 AND NUJOL FOR 1333-450 CM ^-^1)",37751
C141822,1,ok,condensed,solid,155736
C141822,2,end,,,0
C106956,0,ok,gas,gas,4541
C106956,1,ok,gas,"GAS (70 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32236
C106956,2,ok,condensed,"SOLUTION (10% IN CCl4 FOR 4000-1330 CM^-^1, 10% IN CS2 FOR 1330-600 CM^-^1)",49929
C106956,3,ok,condensed,SOLUTION (10% IN CCl4 FOR 3800-1340 AND 10% IN CS2 FOR 1340-400 CM^-^1),37870
C106956,4,end,,,0
C557937,0,ok,gas,gas,4412
C557937,1,end,,,0
C4333566,0,ok,gas,gas,4249
C4333566,1,ok,gas,"GAS (50 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32233
C4333566,2,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-460 CM^-^1)",32605
C4333566,3,end,,,0
C96128,0,ok,gas,gas,4272
C96117,0,ok,gas,gas,4710
